avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
2.43,5,4.2,1.29,King's Landing,6/23/2014,iPhone,1/7/2014,14.3,0,FALSE,71.4
0.59,5,5,1,Astapor,5/10/2014,iPhone,1/30/2014,0,0,TRUE,100
14.51,5,,1,Winterfell,1/12/2014,iPhone,1/8/2014,0,1,TRUE,0
5.21,5,5,1,King's Landing,1/20/2014,Android,1/19/2014,0,1,TRUE,0
2.96,5,5,1,Winterfell,5/31/2014,iPhone,1/10/2014,0,2,FALSE,33.3
5.93,5,5,1,King's Landing,7/1/2014,iPhone,1/16/2014,0,1,FALSE,100
10.43,5,5,1.25,Astapor,1/1/2014,Android,1/1/2014,100,1,FALSE,100
1.85,4.6,5,1,Winterfell,6/28/2014,Android,1/2/2014,0,9,FALSE,88.3
3.03,4.6,5,1.23,Winterfell,6/30/2014,iPhone,1/21/2014,20.9,9,TRUE,56.7
4.65,5,5,1,Winterfell,5/25/2014,iPhone,1/1/2014,0,0,FALSE,33.3
2.82,4.8,4.3,1,Winterfell,2/18/2014,Android,1/30/2014,0,6,FALSE,66.7
2.05,4.7,5,1,Winterfell,5/11/2014,iPhone,1/15/2014,0,0,FALSE,33.3
19.81,5,5,2,Winterfell,3/19/2014,Android,1/13/2014,50,0,TRUE,100
7.5,4.8,4,1.01,King's Landing,7/1/2014,iPhone,1/16/2014,1.7,8,TRUE,70.9
1.64,5,5,1,King's Landing,1/19/2014,Android,1/18/2014,0,1,TRUE,0
3.18,4.9,4.6,1,Winterfell,6/22/2014,iPhone,1/26/2014,0,2,TRUE,57.1
4.56,4.5,2,1,Winterfell,6/18/2014,iPhone,1/29/2014,0,1,FALSE,50
8.07,3,,1,King's Landing,5/23/2014,iPhone,1/5/2014,0,0,FALSE,100
1.84,5,4,1,Winterfell,1/19/2014,iPhone,1/10/2014,0,4,TRUE,0
4.07,2.5,5,1,Winterfell,2/21/2014,Android,1/16/2014,0,1,FALSE,100
2.48,4.9,4.8,1.06,King's Landing,6/30/2014,Android,1/26/2014,11.7,15,TRUE,60
2.34,4.9,4.9,1,King's Landing,7/1/2014,Android,1/11/2014,0,0,TRUE,23.1
1.89,4.6,4.8,1,Winterfell,1/22/2014,iPhone,1/21/2014,0,5,TRUE,100
11.86,4,,1,Winterfell,6/15/2014,iPhone,1/25/2014,0,0,FALSE,0
3.83,5,5,1.04,Astapor,4/26/2014,Android,1/26/2014,16.7,4,FALSE,66.7
14.59,5,5,1,Astapor,1/12/2014,iPhone,1/11/2014,0,1,FALSE,0
1.43,5,5,1,King's Landing,6/4/2014,Android,1/30/2014,0,0,FALSE,100
6.46,5,5,1,King's Landing,6/21/2014,iPhone,1/29/2014,0,1,FALSE,33.3
31.01,5,5,1,Astapor,1/9/2014,,1/8/2014,0,1,FALSE,100
5.21,5,5,1,Astapor,1/28/2014,iPhone,1/17/2014,0,2,FALSE,100
14.79,5,5,1,Astapor,4/2/2014,Android,1/18/2014,0,0,FALSE,100
3.84,4.9,4.5,1,Astapor,5/25/2014,Android,1/16/2014,0,2,FALSE,50
7.34,5,3.3,1,Astapor,4/14/2014,iPhone,1/20/2014,0,0,FALSE,25
3.13,5,4.3,1,Winterfell,4/2/2014,iPhone,1/13/2014,0,0,TRUE,100
1.58,5,,1,Winterfell,3/26/2014,iPhone,1/18/2014,0,1,FALSE,50
4.42,5,5,1,Winterfell,1/19/2014,iPhone,1/18/2014,0,1,FALSE,0
5.73,5,4.8,1,King's Landing,6/22/2014,iPhone,1/24/2014,0,1,FALSE,60
7.85,5,,1,Astapor,5/23/2014,Android,1/25/2014,0,0,FALSE,100
2.88,4.9,4.9,1.03,King's Landing,6/25/2014,iPhone,1/9/2014,13,2,FALSE,65.2
6.75,5,5,1,Astapor,3/23/2014,iPhone,1/10/2014,0,1,TRUE,0
6.25,5,5,1,Astapor,1/19/2014,iPhone,1/18/2014,0,1,TRUE,0
2.51,4.9,4.5,1.05,King's Landing,6/30/2014,iPhone,1/7/2014,8.6,8,TRUE,93.1
5.54,5,,1,Astapor,1/25/2014,iPhone,1/25/2014,0,1,TRUE,0
10.1,5,5,1,Astapor,1/17/2014,Android,1/1/2014,0,4,TRUE,50
7.04,5,4,1.13,Winterfell,5/27/2014,iPhone,1/6/2014,25,1,FALSE,100
3.23,5,5,1,King's Landing,6/22/2014,Android,1/20/2014,0,0,TRUE,40
3.95,5,5,1,Astapor,6/24/2014,iPhone,1/8/2014,0,1,FALSE,100
2.48,4.8,4.9,1.1,King's Landing,6/29/2014,iPhone,1/9/2014,8.6,4,TRUE,62.9
1.76,4.8,3.7,1.1,Winterfell,6/29/2014,iPhone,1/19/2014,8.3,4,TRUE,66.7
2.41,5,5,1,Astapor,4/11/2014,iPhone,1/12/2014,0,1,TRUE,50
1.37,5,5,1,Winterfell,1/22/2014,Android,1/12/2014,0,1,FALSE,100
1.55,5,3,1,Astapor,5/25/2014,iPhone,1/1/2014,0,1,TRUE,25
2.56,5,,1,Winterfell,3/24/2014,iPhone,1/11/2014,0,1,FALSE,0
1.64,4.9,5,1.02,King's Landing,6/16/2014,iPhone,1/13/2014,9.1,5,TRUE,81.8
4.95,4.7,5,1,Astapor,4/4/2014,iPhone,1/12/2014,0,0,FALSE,100
4.63,5,3.5,1,Winterfell,1/5/2014,Android,1/4/2014,0,2,FALSE,0
18.86,5,5,1,Winterfell,5/21/2014,iPhone,1/23/2014,0,0,FALSE,100
6.03,5,3.3,1,Winterfell,6/22/2014,,1/6/2014,0,1,TRUE,33.3
2,4.8,5,1,King's Landing,7/1/2014,iPhone,1/25/2014,0,4,FALSE,64
0.84,5,4.7,1,Astapor,1/12/2014,Android,1/8/2014,0,4,FALSE,50
7.09,5,4,1,Astapor,1/19/2014,iPhone,1/18/2014,0,2,TRUE,0
1.73,5,,1,Winterfell,1/27/2014,Android,1/22/2014,0,1,FALSE,0
2.85,5,5,2,Winterfell,5/26/2014,Android,1/9/2014,100,0,FALSE,0
1.22,5,,1.25,King's Landing,6/7/2014,Android,1/20/2014,50,0,FALSE,0
0,5,4,1,Winterfell,1/16/2014,Android,1/15/2014,0,1,FALSE,100
3.96,4.7,4.6,1,Astapor,6/17/2014,iPhone,1/3/2014,0,1,TRUE,85.7
1.71,4.8,5,1.03,Astapor,6/27/2014,iPhone,1/1/2014,12.5,0,TRUE,62.5
8.17,4.8,3.8,1,Winterfell,6/18/2014,Android,1/11/2014,0,1,FALSE,80
5.55,5,5,1.33,King's Landing,5/17/2014,iPhone,1/23/2014,33.3,0,TRUE,33.3
3.29,4.8,5,1,Astapor,5/25/2014,Android,1/22/2014,0,1,FALSE,50
8.11,5,,1,Astapor,1/19/2014,iPhone,1/18/2014,0,1,TRUE,0
5.96,4.8,4.9,1,Winterfell,6/21/2014,iPhone,1/26/2014,0,0,FALSE,75
6.79,5,5,1,King's Landing,1/5/2014,iPhone,1/3/2014,0,1,FALSE,0
2.05,5,4.9,1,Winterfell,6/11/2014,iPhone,1/15/2014,0,0,FALSE,28.6
4.11,4.9,4.9,1.02,Astapor,6/21/2014,iPhone,1/23/2014,10,6,FALSE,50
6.07,4.7,4.8,1.08,King's Landing,5/5/2014,Android,1/7/2014,11.1,22,TRUE,88.9
5.64,5,5,1,King's Landing,3/20/2014,Android,1/13/2014,0,0,FALSE,100
4.69,5,5,1,Astapor,6/20/2014,iPhone,1/22/2014,0,1,FALSE,100
18.29,5,,1,Winterfell,3/25/2014,Android,1/20/2014,0,0,TRUE,100
4.1,5,5,1,King's Landing,1/25/2014,Android,1/19/2014,0,3,FALSE,33.3
2.93,5,,1,Winterfell,2/15/2014,iPhone,1/8/2014,0,0,FALSE,0
7.8,5,5,1,Astapor,5/16/2014,iPhone,1/19/2014,0,1,TRUE,100
2.7,5,4,1,Winterfell,2/6/2014,Android,1/24/2014,0,3,FALSE,66.7
2.17,4.9,4.8,1,Winterfell,5/31/2014,iPhone,1/6/2014,0,5,FALSE,61.5
3.12,4.9,4.5,1,Winterfell,5/18/2014,iPhone,1/30/2014,0,6,FALSE,60
5.38,4,,1,Winterfell,2/8/2014,Android,1/28/2014,0,1,FALSE,0
8.41,4.8,4,1.09,King's Landing,6/22/2014,iPhone,1/24/2014,9.1,5,TRUE,45.5
6.16,5,5,1,Winterfell,6/20/2014,iPhone,1/3/2014,0,1,FALSE,100
9.5,4.7,5,1,Astapor,4/27/2014,Android,1/15/2014,0,0,FALSE,33.3
1.41,5,,1,Winterfell,3/19/2014,iPhone,1/11/2014,0,0,FALSE,100
14.18,5,5,1,Astapor,1/25/2014,Android,1/23/2014,0,2,FALSE,50
16.88,5,,1,King's Landing,6/18/2014,Android,1/27/2014,0,0,TRUE,100
8.53,5,5,1.07,Astapor,6/1/2014,iPhone,1/24/2014,14.3,0,FALSE,57.1
7.05,5,5,1.19,King's Landing,6/29/2014,iPhone,1/18/2014,25,2,FALSE,12.5
2.67,5,4,1,Astapor,1/16/2014,iPhone,1/11/2014,0,3,FALSE,66.7
8.44,5,5,1,King's Landing,5/22/2014,Android,1/1/2014,0,0,FALSE,100
1.77,5,5,1,King's Landing,6/30/2014,Android,1/2/2014,0,0,FALSE,100
3.08,4.8,4.9,1.02,King's Landing,7/1/2014,,1/26/2014,3,5,FALSE,66.7
3.5,4.7,5,1,Winterfell,6/25/2014,iPhone,1/1/2014,0,0,FALSE,57.1
4.67,4.2,4.9,1.18,Winterfell,3/7/2014,Android,1/5/2014,7.1,7,FALSE,7.1
0.79,5,4,1,Astapor,1/10/2014,Android,1/9/2014,0,5,TRUE,100
3.17,4.7,4.8,1,Astapor,6/30/2014,Android,1/15/2014,0,13,TRUE,100
1.42,5,5,1,Astapor,6/13/2014,iPhone,1/10/2014,0,0,TRUE,100
1.88,5,5,1,King's Landing,2/21/2014,iPhone,1/27/2014,0,2,FALSE,100
6.28,4.9,4.7,1,Astapor,6/30/2014,iPhone,1/14/2014,0,4,TRUE,79.2
4.29,5,5,1,Astapor,1/26/2014,iPhone,1/25/2014,0,1,TRUE,0
8.88,4.7,3.5,1,Winterfell,4/16/2014,Android,1/26/2014,0,1,TRUE,66.7
5.33,4.7,4.5,1,Winterfell,1/2/2014,Android,1/2/2014,0,3,FALSE,100
9.2,4.8,4.6,1,Astapor,4/20/2014,iPhone,1/22/2014,0,0,TRUE,60
3.99,4.9,4.4,1.06,Astapor,6/28/2014,iPhone,1/4/2014,11.1,0,FALSE,66.7
14.26,5,,1,King's Landing,6/23/2014,iPhone,1/14/2014,0,0,TRUE,100
2.76,4.7,4.8,1.04,Winterfell,6/22/2014,iPhone,1/20/2014,6.5,3,FALSE,54.8
4.62,4.7,4,1,Winterfell,6/6/2014,iPhone,1/28/2014,0,5,TRUE,50
3.66,4.8,5,1.1,Astapor,2/8/2014,Android,1/11/2014,40,5,FALSE,40
5.77,4.9,4.7,1.07,King's Landing,6/4/2014,iPhone,1/14/2014,15.4,13,TRUE,76.9
4.05,5,5,1.35,Winterfell,6/29/2014,iPhone,1/20/2014,20,2,FALSE,80
1.51,4.7,4.4,1,Winterfell,6/22/2014,iPhone,1/10/2014,0,5,FALSE,31
1.88,5,5,1,King's Landing,6/9/2014,iPhone,1/6/2014,0,0,FALSE,33.3
1.43,4.3,4.5,1,Winterfell,6/26/2014,iPhone,1/5/2014,0,4,FALSE,92.9
1.91,4.9,5,1.3,Winterfell,6/29/2014,iPhone,1/17/2014,21.1,5,TRUE,56.1
3.6,4.8,4.9,1.18,Astapor,6/28/2014,iPhone,1/1/2014,20,7,TRUE,46.7
4.51,4.7,5,1,Winterfell,5/26/2014,iPhone,1/25/2014,0,0,FALSE,16.7
14.99,5,4,1,Astapor,1/5/2014,iPhone,1/4/2014,0,1,FALSE,0
2.41,5,5,1,Astapor,1/5/2014,iPhone,1/5/2014,0,2,FALSE,0
0.8,4,3,1,Winterfell,1/11/2014,iPhone,1/3/2014,0,1,FALSE,100
2.44,5,5,1.5,Winterfell,5/4/2014,iPhone,1/9/2014,50,0,FALSE,0
2.26,5,4.3,1,Astapor,1/15/2014,Android,1/9/2014,0,3,FALSE,66.7
1.29,5,5,1,Astapor,1/5/2014,Android,1/4/2014,0,3,TRUE,0
1.76,4.8,4,1.19,Winterfell,6/13/2014,iPhone,1/28/2014,50,3,FALSE,50
14.3,5,,1,Winterfell,1/18/2014,iPhone,1/17/2014,0,1,FALSE,100
1.24,5,5,1,Astapor,2/20/2014,Android,1/13/2014,0,0,FALSE,100
4.17,5,,1,Astapor,6/11/2014,iPhone,1/10/2014,0,2,FALSE,100
3.39,4.8,4.3,1.25,King's Landing,6/4/2014,iPhone,1/3/2014,25,8,FALSE,66.7
3.98,5,,1,Astapor,1/31/2014,iPhone,1/31/2014,0,1,TRUE,100
8.43,5,5,1.5,Winterfell,1/27/2014,Android,1/9/2014,100,1,FALSE,0
5.42,5,5,1,Winterfell,2/15/2014,Android,1/11/2014,0,0,FALSE,100
3.31,4.9,5,1.04,Winterfell,6/12/2014,iPhone,1/17/2014,7.7,1,FALSE,61.5
6.67,4.9,4.3,1.04,Astapor,4/6/2014,Android,1/25/2014,14.3,2,TRUE,57.1
1.13,4.4,5,1,Winterfell,4/2/2014,iPhone,1/27/2014,0,8,FALSE,100
4.25,4.6,5,1.45,Winterfell,3/16/2014,iPhone,1/11/2014,40,1,TRUE,0
14.24,5,5,1,Astapor,1/31/2014,iPhone,1/25/2014,0,2,FALSE,100
7.96,5,5,1,King's Landing,1/13/2014,Android,1/11/2014,0,2,FALSE,0
5.09,4.4,4.8,1.13,King's Landing,6/25/2014,,1/23/2014,14.3,3,FALSE,85.7
5.28,4.6,4.1,1.33,Winterfell,6/16/2014,iPhone,1/4/2014,33.3,2,FALSE,55.6
3.22,4,3.5,1,Winterfell,1/17/2014,iPhone,1/15/2014,0,5,TRUE,100
3.4,4.8,4.6,1.07,Winterfell,2/28/2014,iPhone,1/28/2014,11.1,17,FALSE,94.4
14.18,5,2,1,King's Landing,3/30/2014,iPhone,1/7/2014,0,1,TRUE,50
2.02,5,5,1,Astapor,4/9/2014,iPhone,1/18/2014,0,0,FALSE,100
2.98,5,5,1,King's Landing,6/15/2014,iPhone,1/11/2014,0,2,TRUE,0
8.36,5,5,1,King's Landing,6/27/2014,Android,1/15/2014,0,2,FALSE,100
4.88,4.9,4.9,1.07,King's Landing,6/29/2014,iPhone,1/30/2014,8.1,7,FALSE,91.9
8.18,2.5,3,1,Winterfell,4/3/2014,iPhone,1/2/2014,0,0,TRUE,100
3.58,4.8,5,1,Winterfell,6/27/2014,Android,1/8/2014,0,7,TRUE,60
17.93,5,5,1,Winterfell,6/16/2014,iPhone,1/30/2014,0,0,TRUE,100
6.73,5,,1,Winterfell,2/28/2014,iPhone,1/15/2014,0,1,TRUE,100
4.64,5,5,1,King's Landing,3/21/2014,Android,1/31/2014,0,0,FALSE,100
1.66,5,5,2.75,Astapor,3/19/2014,Android,1/27/2014,100,0,FALSE,100
1.58,5,5,1,King's Landing,6/17/2014,iPhone,1/4/2014,0,1,TRUE,100
3.21,5,4.8,1,Winterfell,4/12/2014,Android,1/30/2014,0,2,FALSE,100
6.78,5,,1,Astapor,1/26/2014,iPhone,1/25/2014,0,1,FALSE,0
5.58,5,4.5,1,Astapor,6/17/2014,Android,1/2/2014,0,2,TRUE,85.7
2.91,5,5,1,Astapor,3/6/2014,Android,1/16/2014,0,0,FALSE,100
2.15,4.8,4.9,1.08,King's Landing,6/29/2014,iPhone,1/25/2014,10.1,20,TRUE,52.2
0.84,5,5,1,Astapor,5/24/2014,Android,1/1/2014,0,0,FALSE,100
13.15,4.9,4.8,1.07,King's Landing,6/24/2014,iPhone,1/18/2014,15.8,4,FALSE,84.2
3.46,5,3.5,1.04,Astapor,5/10/2014,Android,1/31/2014,16.7,2,FALSE,100
5.93,5,5,1,Winterfell,6/19/2014,iPhone,1/30/2014,0,0,FALSE,75
11.36,4.5,4,1,Winterfell,4/7/2014,iPhone,1/30/2014,0,0,FALSE,100
1.44,5,,1,Astapor,6/22/2014,Android,1/26/2014,0,0,FALSE,0
3.45,5,4,2.63,Astapor,1/26/2014,iPhone,1/24/2014,100,2,FALSE,50
6.15,5,5,1,Astapor,4/5/2014,iPhone,1/20/2014,0,1,FALSE,50
8.62,5,,1,Winterfell,1/12/2014,Android,1/12/2014,0,1,TRUE,0
6.46,5,5,1,Astapor,1/5/2014,iPhone,1/4/2014,0,2,TRUE,0
9.92,5,5,1,Astapor,2/22/2014,iPhone,1/18/2014,0,0,TRUE,100
6.93,4.7,4.5,1,Winterfell,3/12/2014,iPhone,1/29/2014,0,3,TRUE,44.4
1.96,5,4.7,1.05,King's Landing,6/20/2014,iPhone,1/14/2014,12.5,0,TRUE,62.5
4.19,4.3,5,1.04,Astapor,6/29/2014,iPhone,1/27/2014,16.7,0,TRUE,33.3
14.24,5,,1,Winterfell,4/9/2014,iPhone,1/14/2014,0,0,TRUE,100
13.12,4.3,4.5,1,Winterfell,3/19/2014,Android,1/18/2014,0,2,FALSE,75
2.05,5,5,1,Astapor,1/26/2014,iPhone,1/26/2014,0,1,FALSE,0
3.5,3.8,4.8,1.06,Astapor,1/28/2014,iPhone,1/23/2014,25,4,FALSE,100
13.92,5,5,1,Winterfell,1/19/2014,Android,1/16/2014,0,1,FALSE,0
9.01,5,1,1,Winterfell,2/8/2014,Android,1/31/2014,0,1,FALSE,0
1.12,5,5,1,Astapor,5/25/2014,iPhone,1/8/2014,0,0,FALSE,0
12.36,3,,1,Astapor,5/28/2014,iPhone,1/17/2014,0,0,TRUE,100
7.24,4.5,4,1,Winterfell,6/14/2014,iPhone,1/11/2014,0,0,FALSE,0
13.9,5,5,1,Astapor,2/28/2014,Android,1/26/2014,0,1,FALSE,100
0,5,5,1,Winterfell,1/25/2014,iPhone,1/24/2014,0,1,FALSE,0
4.14,4.7,4.5,1.01,Winterfell,6/27/2014,iPhone,1/5/2014,2.4,2,FALSE,71.1
4.72,5,4.3,1,Astapor,3/6/2014,iPhone,1/13/2014,0,2,TRUE,66.7
10.14,5,5,1,Winterfell,6/9/2014,iPhone,1/16/2014,0,1,FALSE,33.3
3.12,4.8,5,1,Winterfell,6/15/2014,iPhone,1/15/2014,0,7,TRUE,61.9
16.96,5,5,1,King's Landing,6/22/2014,iPhone,1/19/2014,0,0,FALSE,0
2.73,5,,1,Astapor,3/16/2014,iPhone,1/19/2014,0,1,FALSE,0
3.63,4.9,5,1.23,King's Landing,6/29/2014,iPhone,1/25/2014,36.6,3,TRUE,56.1
1.21,5,5,1.05,Astapor,1/16/2014,iPhone,1/11/2014,10,10,TRUE,70
8.82,4.4,4.7,1,Winterfell,4/18/2014,iPhone,1/9/2014,0,3,FALSE,66.7
4.08,4.7,4.9,1,Astapor,6/25/2014,iPhone,1/19/2014,0,7,FALSE,70.6
7.1,5,,1,Winterfell,2/8/2014,Android,1/19/2014,0,1,FALSE,0
1.34,3.5,5,1,King's Landing,6/6/2014,iPhone,1/10/2014,0,0,TRUE,60
4.43,4.7,4.7,1.21,Winterfell,3/9/2014,Android,1/18/2014,15.4,6,TRUE,23.1
2.34,5,5,1.04,Astapor,3/16/2014,iPhone,1/1/2014,14.3,0,FALSE,57.1
2.59,4.9,5,1.03,Astapor,6/10/2014,,1/24/2014,10.5,1,FALSE,94.7
3.09,4.8,5,1.07,King's Landing,5/19/2014,iPhone,1/22/2014,16.7,1,FALSE,66.7
4.03,4.2,4,1.46,Astapor,6/21/2014,iPhone,1/25/2014,33.3,1,FALSE,50
2.64,4.3,4.4,2.07,Winterfell,6/10/2014,iPhone,1/25/2014,71.4,6,TRUE,57.1
2.22,4.6,5,1.27,Astapor,6/29/2014,iPhone,1/19/2014,21.4,4,FALSE,21.4
1.91,5,5,1,Winterfell,4/20/2014,iPhone,1/24/2014,0,1,FALSE,50
13.75,5,5,1,King's Landing,1/22/2014,iPhone,1/14/2014,0,2,FALSE,100
3.05,4.9,5,1,King's Landing,6/16/2014,iPhone,1/24/2014,0,0,FALSE,85.7
3.14,5,,1,Winterfell,5/17/2014,Android,1/18/2014,0,1,FALSE,50
6.01,5,4.7,1,Astapor,4/2/2014,iPhone,1/24/2014,0,0,FALSE,100
3.3,5,4.2,1,Winterfell,5/18/2014,iPhone,1/11/2014,0,2,FALSE,37.5
4.93,5,5,1.15,Astapor,5/3/2014,Android,1/23/2014,20,2,FALSE,80
3.7,4.5,3.5,1.02,Winterfell,6/14/2014,iPhone,1/26/2014,3.7,3,FALSE,92.6
1.57,5,5,1.25,Winterfell,1/10/2014,iPhone,1/9/2014,50,2,FALSE,100
2.39,5,3.5,1,Astapor,1/18/2014,Android,1/14/2014,0,5,FALSE,100
11.61,4,4,1,Winterfell,4/5/2014,iPhone,1/25/2014,0,1,FALSE,0
1.63,4,4,1,Winterfell,1/16/2014,iPhone,1/13/2014,0,7,TRUE,100
5.28,4.8,4.3,1,Astapor,3/24/2014,Android,1/5/2014,0,5,TRUE,50
5.74,5,4.5,1,Winterfell,6/26/2014,iPhone,1/6/2014,0,2,FALSE,87.5
3.51,5,,1,Winterfell,5/21/2014,iPhone,1/28/2014,0,0,FALSE,66.7
4.95,4.8,5,1,Winterfell,6/20/2014,iPhone,1/31/2014,0,1,FALSE,100
4.95,5,5,1.25,King's Landing,2/23/2014,Android,1/17/2014,25,3,FALSE,25
2.57,5,,1,Winterfell,6/20/2014,Android,1/16/2014,0,0,TRUE,100
2.91,4.9,5,1,King's Landing,6/27/2014,Android,1/18/2014,0,2,TRUE,55.6
0.93,5,5,1,Astapor,2/12/2014,iPhone,1/14/2014,0,1,FALSE,100
2.7,5,,1,Winterfell,1/9/2014,iPhone,1/8/2014,0,1,FALSE,100
6.67,5,5,1,King's Landing,6/20/2014,iPhone,1/16/2014,0,0,TRUE,92.9
25.29,5,4.5,1,King's Landing,1/30/2014,iPhone,1/29/2014,0,2,FALSE,100
3.23,5,,1.5,Winterfell,1/19/2014,Android,1/18/2014,100,1,FALSE,0
2.71,5,5,1,King's Landing,5/19/2014,iPhone,1/6/2014,0,1,FALSE,100
1.86,5,4,1,Astapor,5/5/2014,Android,1/7/2014,0,0,TRUE,100
3.07,5,5,1,Astapor,1/9/2014,Android,1/6/2014,0,2,TRUE,100
2.4,5,5,1,King's Landing,1/2/2014,iPhone,1/1/2014,0,1,FALSE,100
3.18,5,,3,Astapor,1/26/2014,iPhone,1/25/2014,100,1,FALSE,0
2.38,5,,1,Astapor,3/30/2014,iPhone,1/21/2014,0,0,TRUE,0
2.61,5,5,1,Astapor,4/16/2014,iPhone,1/11/2014,0,0,FALSE,100
2.63,4.8,5,1.06,Winterfell,6/21/2014,iPhone,1/11/2014,7.7,4,TRUE,7.7
2.27,5,4,1,King's Landing,6/25/2014,iPhone,1/29/2014,0,0,TRUE,100
7.21,4.5,5,1.06,King's Landing,6/27/2014,,1/11/2014,7.7,0,TRUE,51.3
5.09,5,5,1,Winterfell,6/15/2014,Android,1/11/2014,0,0,TRUE,60
129.89,5,,1,King's Landing,3/9/2014,,1/4/2014,0,0,FALSE,0
2.25,5,4,1,Winterfell,1/29/2014,iPhone,1/22/2014,0,2,FALSE,100
1.41,,5,1,Winterfell,2/8/2014,Android,1/18/2014,0,1,FALSE,100
21.07,5,4.5,1,Winterfell,6/29/2014,Android,1/27/2014,0,0,FALSE,66.7
5.66,3,5,1,Astapor,4/12/2014,iPhone,1/21/2014,0,1,TRUE,50
4.65,5,3,1,Astapor,1/16/2014,Android,1/15/2014,0,1,FALSE,100
2.62,5,5,1,Winterfell,1/23/2014,Android,1/23/2014,0,1,FALSE,100
5.53,4,,1,Astapor,6/7/2014,iPhone,1/29/2014,0,0,FALSE,0
3.47,4.9,4.9,1,Winterfell,6/18/2014,iPhone,1/31/2014,0,12,FALSE,66.7
0.84,5,,1,Astapor,4/11/2014,iPhone,1/14/2014,0,0,TRUE,100
2.11,5,5,1,Astapor,1/9/2014,iPhone,1/9/2014,0,2,FALSE,100
5.21,4.5,2.5,1.13,Winterfell,1/23/2014,Android,1/19/2014,50,2,FALSE,100
2.65,3.7,4,1.08,Winterfell,6/15/2014,iPhone,1/6/2014,33.3,0,FALSE,33.3
7.93,4.7,4.2,1.17,Winterfell,6/17/2014,iPhone,1/17/2014,8.3,0,TRUE,58.3
1.73,5,,1,Winterfell,2/8/2014,iPhone,1/24/2014,0,1,FALSE,100
5.75,5,4,1.25,Astapor,5/25/2014,iPhone,1/26/2014,12.5,1,TRUE,75
4.89,4.8,5,1,Winterfell,6/8/2014,iPhone,1/18/2014,0,3,FALSE,25
2.99,5,4.4,1.14,Winterfell,5/28/2014,Android,1/6/2014,7.1,2,FALSE,78.6
1.59,5,,1,Winterfell,6/7/2014,iPhone,1/11/2014,0,0,FALSE,0
4.17,4.7,3.3,1.03,Winterfell,6/16/2014,Android,1/17/2014,11.1,0,FALSE,77.8
6.03,4.9,4.6,1.36,Winterfell,5/3/2014,Android,1/18/2014,33.3,6,FALSE,66.7
13.28,5,,1,Astapor,5/16/2014,Android,1/24/2014,0,1,FALSE,100
1.45,4.7,4.3,1.02,Winterfell,6/30/2014,iPhone,1/17/2014,2,8,TRUE,100
4.81,5,5,1,Astapor,3/9/2014,iPhone,1/31/2014,0,0,FALSE,0
22.81,5,5,1,Winterfell,4/29/2014,Android,1/23/2014,0,0,FALSE,100
2.79,4.9,5,1.04,Winterfell,4/30/2014,iPhone,1/20/2014,5.7,13,FALSE,74.3
15.85,5,,1,Winterfell,2/11/2014,iPhone,1/7/2014,0,0,TRUE,100
8.74,5,,1,Astapor,2/28/2014,iPhone,1/3/2014,0,1,TRUE,100
11.6,5,4.5,1,King's Landing,6/8/2014,iPhone,1/29/2014,0,1,TRUE,16.7
0.08,5,5,1,Winterfell,4/27/2014,iPhone,1/16/2014,0,0,FALSE,0
2.86,4.8,3.9,1.11,Winterfell,6/29/2014,iPhone,1/2/2014,10.5,4,TRUE,47.4
2.12,5,5,1,Astapor,1/4/2014,iPhone,1/3/2014,0,2,FALSE,100
6.71,4.8,5,1,Winterfell,4/17/2014,iPhone,1/30/2014,0,3,FALSE,100
1.76,4.8,5,1.96,Winterfell,5/1/2014,Android,1/30/2014,61.5,5,FALSE,84.6
2.41,5,1,1,Astapor,5/31/2014,Android,1/7/2014,0,1,TRUE,50
3.95,5,5,1,Astapor,5/31/2014,Android,1/4/2014,0,0,FALSE,0
8.1,5,,1,Astapor,3/30/2014,Android,1/30/2014,0,0,FALSE,66.7
15.86,5,5,1,Winterfell,3/15/2014,Android,1/25/2014,0,0,FALSE,0
2.13,4.1,4.3,1,Winterfell,6/29/2014,iPhone,1/17/2014,0,1,FALSE,88.9
1.89,4.8,4.8,1.03,Astapor,6/28/2014,iPhone,1/18/2014,5.4,17,TRUE,56.5
19.9,5,5,1,Winterfell,3/6/2014,Android,1/23/2014,0,0,TRUE,100
3.15,4.9,4.9,1.04,King's Landing,6/30/2014,iPhone,1/14/2014,4.3,6,TRUE,47.8
1.04,4.8,4.8,1,Winterfell,5/4/2014,iPhone,1/24/2014,0,5,FALSE,50
15.1,5,3,1,Winterfell,1/8/2014,iPhone,1/8/2014,0,1,FALSE,100
1.4,4.3,4.5,1,Winterfell,1/31/2014,iPhone,1/25/2014,0,3,FALSE,66.7
2.23,2,4,1,Winterfell,1/19/2014,iPhone,1/19/2014,0,1,TRUE,0
6.38,5,5,1,King's Landing,6/19/2014,iPhone,1/23/2014,0,0,FALSE,66.7
18.14,5,4,1,Winterfell,1/31/2014,Android,1/21/2014,0,1,FALSE,100
8.47,5,,1,Astapor,5/15/2014,Android,1/22/2014,0,0,TRUE,80
2.38,5,5,1,Astapor,4/4/2014,iPhone,1/30/2014,0,3,FALSE,50
